anio_c,pais_c,population,population_int,population_nat,poor_int_pop,poor31_int_pop,poor_national_pop,poor_e_national_pop,poor_int_delta_pop,poor31_int_delta_pop,poor_national_delta_pop,poor_e_national_delta_pop,poor_national_new_pop,poor_e_national_new_pop,national_recovery,poor_national_recovery,poor_e_national_recovery,poor_national_new_recovery,poor_e_national_new_recovery,poor_int,poor_int_delta,poor31_int,poor31_int_delta,poor_national,poor_national_delta,poor_e_national,poor_e_national_delta,shock_weight,zona_c,category,shock_component,shock_population,gdp_growth
2020,MEX,97512337.0,96996458.0,97512337.0,26353472.0,10015378.0,49659329.0,8023511.0,39312618.0,18118856.0,50985553.0,9188273.0,1326224.0,1164762.0,400986957.441098,204207424.9976624,32994012.479519073,5453653.794035753,4789695.180036495,0.2716951994267667,0.4052995213495322,0.10325508999514188,0.18679915095456373,0.5092620126620491,0.5228625891716655,0.08228200909593623,0.09422677460801704,0.4,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2014,NIC,2615933.958164692,2510275.6037487984,2510275.6037487984,1826945.9096672535,1337035.611369133,1533147.6912298203,1006913.1290359497,2066252.4422430992,1589503.4857931137,1594126.7307271957,1080768.6572761536,60979.03949737549,73855.52824020386,8130622.417787804,4765198.658470168,3129601.3548630946,189529.84038648047,229551.44250226344,0.7277869836040819,0.8231177641042269,0.5326250270577578,0.633198794355241,0.6107487516272103,0.6350405223819078,0.4011165656600592,0.43053784837894055,0.4,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2014,NIC,3624973.9014463425,3426409.028523445,3426409.028523445,1382205.0128040314,679298.7930994034,940827.036822319,392854.84456825256,1872906.1514377594,1005896.1231393814,1014310.4848718643,459578.53646850586,73483.44804954529,66723.6919002533,11266834.154970024,2924198.2095814683,1221037.8615307852,228394.97464498377,207384.8781497448,0.4033975515759337,0.546609040498839,0.1982538533620827,0.2935715248137949,0.27458106402076377,0.2960272624862201,0.11465497589397461,0.13412833454578937,0.4,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2019,PAN,1236550.0,1221571.0,1221571.0,499400.0,326468.0,506657.0,293961.0,608152.0,413580.0,526680.0,321474.0,20023.0,27513.0,6732470.668000003,2758524.4359199787,1600488.3021599702,109016.42487999989,149796.17927999966,0.4088178255705153,0.49784416951613947,0.2672525788513316,0.33856402943422853,0.4147585363437737,0.43114972441225274,0.24064176376158242,0.26316440059562646,0.4,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2019,PAN,2839924.0,2782940.0,2782940.0,209832.0,81054.0,367006.0,93095.0,326717.0,131684.0,405788.0,107484.0,38782.0,14389.0,18273434.17951984,2361492.7668800135,599017.9155999984,249542.00336000024,92585.73272000012,0.07539939775920429,0.11739994394417415,0.02912531351735934,0.04731830366446995,0.13187707963520592,0.1458127016752068,0.03345203274235161,0.038622464012878464,0.4,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,PER,6930311.587130547,6911698.428339958,6930311.587130547,4502337.787712097,2708089.2880506516,3155762.9273109436,945039.0177993774,5300767.83281517,3633223.2657489777,3489747.244512558,1255107.152188301,333984.3172016144,310068.13438892365,30448896.963659514,13910156.103637766,4178217.591055621,1467883.3051776444,1367474.1716228123,0.6514083093167394,0.766926955476022,0.3918124200770543,0.5256628748227373,0.4553565720149053,0.5035483903772741,0.1363631354691608,0.18110400036255378,0.4,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,PER,26291292.125568748,26108897.556961775,26291292.125568748,8385660.857098818,4157405.5515435934,6828605.501055121,758690.4836831093,11395709.2539438,6089816.083798885,7727522.658837676,1087012.2888413668,898917.1577825546,328321.8051582575,143850741.7278478,37564787.60077617,4135211.9800995807,4912689.594527297,1791483.888085067,0.3211801968583248,0.4364684195907462,0.15923328598893854,0.23324677231249366,0.25972879037064067,0.2939194704440762,0.02885710143341602,0.041344954962644384,0.4,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,PRY,2674838.0,2650399.0,2674838.0,939005.0,449368.0,866565.0,188162.0,1370731.0,682534.0,901696.0,235216.0,35131.0,47054.0,6477994.445184295,2098670.3704639785,455695.78075186984,85081.1985076366,113956.63985022713,0.35428816566864085,0.5171791115224538,0.16954730212318975,0.2575212260493609,0.3239691525243772,0.33710303203408953,0.07034519473702706,0.08793654045590799,0.4,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,PRY,4546170.0,4471778.0,4546170.0,756172.0,311336.0,996824.0,81142.0,1227770.0,541789.0,1053714.0,92134.0,56890.0,10992.0,12056087.675591014,2643499.3722481816,215182.24487267708,150867.8355328511,29149.925262385277,0.1690987343289403,0.2745596941529745,0.06962241864421713,0.12115740092643239,0.21926676741080953,0.23178059773391668,0.017848430657014587,0.020266290085940473,0.4,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,SLV,2423354.406545639,2234738.1900959015,2423354.406545639,1205938.56234169,720810.8671646118,756611.629360199,283452.0647659302,1462114.6818218231,953233.2735729218,814985.013124466,326600.0587615967,58373.38376426697,43147.993995666504,8080749.316643667,2522944.597126524,945179.5711232828,194647.83181906235,143878.3044086544,0.5396330396492389,0.6542666556206649,0.3225482386971151,0.4265525500022957,0.312216664354393,0.33630450871038015,0.11696682251688303,0.134771892167084,0.4,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,SLV,3897687.5873508453,3792418.783794403,3897687.5873508453,886269.4461727142,387126.6019592285,1057436.0080127716,266721.5121059418,1376337.3283939362,574482.0957298279,1142455.5356388092,321064.9160461426,85019.5276260376,54343.403940200806,20747401.52004358,5628734.717269659,1419759.3269542395,452559.1744259683,289270.08546613256,0.23369503651861492,0.36291807599815723,0.10207907513101687,0.1514817135134652,0.27129829785344156,0.2931111101224267,0.06843070567572741,0.0823731786734508,0.4,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,URY,547053.1596267223,540400.5338351727,540400.5338351727,71927.01842617989,28007.5286693573,27161.66273880005,24223.26739883423,116368.5151746273,44681.504333496094,32534.963794708252,30510.353401184082,5373.301055908203,6287.0860023498535,3782609.6674972856,189332.81013789345,168871.85683990768,37065.51488707163,43684.84970175989,0.13309945849927365,0.2153375281641021,0.051827351965384745,0.08268219873210633,0.05026209457277223,0.0602052769337784,0.04482465482949089,0.05645877731588258,0.4,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,URY,2983829.671862364,2952731.6152279377,2952731.6152279377,313204.19123244286,124070.57629156113,583843.9186449051,144548.30725574493,485932.30812072754,209792.85003590584,619234.8793902397,171084.86074590683,35390.960745334625,26536.553490161896,23765897.103498634,4682473.921298774,1142340.7844040482,282357.3897284563,209319.33600384026,0.10607269201751168,0.1645704288241638,0.04201891416466695,0.07105042969498289,0.19773010037007205,0.20971593767503233,0.04895409610215673,0.057941216148322316,0.4,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,ARG,28644818.0,25759747.0,20834543.0,3531019.0,1684254.0,9345989.0,2615991.0,5775220.0,2784483.0,9714382.0,2931896.0,368393.0,315905.0,178561986.86735895,58259695.176993415,16307192.127634471,2296435.8170481664,1969243.597963601,0.13707506521706134,0.2241955249017003,0.0653831732120661,0.10809434580238696,0.4485814255681058,0.46626326288990355,0.1255602774680491,0.14072283706918842,0.5,,,Granos_panes_cereales,,
2014,BHS,257918.38403320312,197818.13944244385,197818.13944244385,11799.723999023438,6236.448661804199,10644.299877166748,6016.8191566467285,20221.024353027344,9358.222019195557,11087.515975952148,6236.448661804199,443.2160987854004,219.6295051574707,2579321.6347713247,106448.68555254546,60171.406088091004,4432.397778705855,2196.4123899515403,0.059649352846413886,0.10222027368178109,0.03152617186362085,0.04730719865009334,0.05380851274391729,0.05604903578207051,0.030415912178758265,0.03152617186362085,0.5,,,Granos_panes_cereales,,
2007,BLZ,313923.68988609314,240454.56561470032,240454.56561470032,21142.142431259155,13696.16300201416,19310.166982650757,11562.428081512451,26887.103860855103,16907.086601257324,19686.081090927124,13696.16300201416,375.9141082763672,2133.734920501709,2334059.344396788,143573.34963814367,85968.00489112061,2794.965354259449,15864.568651920277,0.08792572674680219,0.11181781386483827,0.056959463285719526,0.07031301966771099,0.0803069258979802,0.08187027366522004,0.04808570821666102,0.056959463285719526,0.5,,,Granos_panes_cereales,,
2020,BOL,11749037.995095253,11670424.862782478,11670424.862782478,3393841.9273786545,1814009.1049909592,4538500.133379936,1714047.6042966843,5027440.133089066,2811028.0010900497,4761848.5326452255,1902571.094988823,223348.3992652893,188523.49069213867,58920368.60903614,22360994.821029864,7996806.231675409,1150017.4183463503,951920.794784712,0.2908070586360375,0.43078467084105937,0.15543642380800698,0.2408676662710496,0.3888890238995002,0.40802700746833814,0.14687105434891756,0.16302500700349049,0.5,,,Granos_panes_cereales,,
2020,BRA,211096452.99566078,206045849.1063242,206045849.1063242,47973999.942204475,21959726.66719055,46497642.96545887,8674885.643491745,71725927.62582207,36371385.41527462,49405875.3482008,10042459.101270676,2908232.382741928,1367573.4577789307,809243216.0189205,178249807.5959649,33255378.084821794,11148777.21980855,5242625.005820795,0.23283167387394849,0.3481066371242932,0.10657689423220969,0.17652083540157212,0.22566648717812832,0.2397809786631823,0.04210172483996663,0.04873895370776698,0.5,,,Granos_panes_cereales,,
2016,BRB,278999.9999694824,234609.70416259766,234609.70416259766,12051.320274353027,4412.18737411499,10226.09602355957,3090.0795555114746,22850.45432281494,7769.971202850342,12051.320274353027,4412.18737411499,1825.224250793457,1322.1078186035156,4962566.317778523,181891.32506966096,54963.17105058875,32465.22003717097,23516.300106777606,0.051367526835125236,0.09739773725207163,0.018806499883982197,0.03311871190743805,0.04358769412399205,0.051367526835125236,0.013171149789140335,0.018806499883982197,0.5,,,Granos_panes_cereales,,
2020,CHL,19545799.0,19111427.0,19532480.0,2754331.0,1299928.0,2112185.0,831232.0,4437086.0,1948513.0,2606023.0,1078061.0,493838.0,246829.0,386408798.2033463,41756638.724935465,16432961.279719997,9762882.964628926,4879662.235948559,0.14411958876749498,0.2321692671091489,0.06801836409180748,0.10195539035363503,0.10813706196038599,0.13341997534363276,0.04255639836825636,0.05519324735005488,0.5,,,Granos_panes_cereales,,
2020,COL,49620239.65705776,48397769.80934811,49620239.65705776,18429684.318263054,9825361.875282288,18939982.820563316,5191881.252938271,25183235.494600296,15485028.45714569,19759547.502121925,6122496.578053474,819564.681558609,930615.3251152039,159686136.67844015,60276221.96235783,16153528.866440011,2572675.4401089936,2793425.289269636,0.3807961480634864,0.5203387592817575,0.20301269901458358,0.3199533473989691,0.38169873727865755,0.3982154789796831,0.10463232924349249,0.12338708197235879,0.5,,,Granos_panes_cereales,,
2021,CRI,5163413.0,5100410.0,5154703.0,1066923.0,447851.0,1351668.0,376776.0,1660131.0,772684.0,1461776.0,464671.0,110108.0,87895.0,50931115.3813442,13249327.35007474,3650929.235383529,1064600.7410015417,849137.2322750571,0.20918377150072248,0.32548971553267286,0.08780686258555685,0.1514944876980478,0.2622203451876859,0.2835810326996531,0.07309363895456246,0.09014505782389402,0.5,,,Granos_panes_cereales,,
2020,DOM,10480963.994644165,10303812.68812561,10480963.994644165,2890434.4774475098,1237353.67237854,2367297.6797180176,325918.0559082031,4557591.76965332,2226492.092651367,2581411.6508789062,428497.0317687988,214113.97116088867,102578.9758605957,43826645.67363665,9898966.990635734,1362841.7349996327,895327.6771715769,428938.82956798974,0.28052086785103575,0.44232090660048695,0.12008697264115636,0.21608429423578676,0.22586640703352484,0.2462952503412876,0.03109619077737021,0.040883360727864665,0.5,,,Granos_panes_cereales,,
2020,ECU,17695544.989904404,17390315.95849037,17390315.95849037,7419617.365009308,4095548.6195030212,5533934.7630729675,2512521.3625125885,10045864.620950699,6120928.819437027,5871576.744497299,2904550.2434101105,337641.98142433167,392028.880897522,85919391.53260827,26869605.196993355,12199359.036577515,1639395.3176572365,1903466.829031846,0.4266522461535192,0.5776700460721684,0.23550743007078465,0.3519734106066452,0.31821933404097624,0.33763485140306804,0.14447818938481766,0.1670211312056144,0.5,,,Granos_panes_cereales,,
2014,GTM,16002003.998764038,15934896.373764038,16002003.998764038,10322618.231903076,7001604.085571289,9486743.199783325,3737409.676925659,11733058.499008179,8613341.231903076,10545806.281326294,5316520.676925659,1059063.0815429688,1579111.0,188412456.69463992,111699796.6279831,44005397.00891313,12469730.478976432,18592932.668089133,0.6477995206105462,0.7363121933021188,0.43938811532524674,0.5405332441373442,0.5928471959209648,0.6590303490825793,0.23355885157973522,0.3322409291571416,0.5,,,Granos_panes_cereales,,
2019,GUY,745059.1476888657,616151.5054960251,616151.5054960251,336712.0361061096,213098.0108203888,299922.63168144226,189381.52050876617,411114.6592273712,279983.6029624939,326263.72369098663,213098.0108203888,26341.092009544373,23716.49031162262,6534150.055480891,2630313.964361345,1660871.189324867,231010.71686655158,207993.02574325338,0.5464760421790154,0.6672298218218399,0.3458532664767846,0.4544070743397707,0.48676766835129825,0.5295186667252109,0.3073619374772231,0.3458532664767846,0.5,,,Granos_panes_cereales,,
2019,HND,2251019.1909561157,520217.5763282776,520673.3289375305,288277.4591217041,198913.25120925903,328202.57481765747,211485.94050598145,349974.76585006714,258446.72046279907,338827.22258758545,227552.98622512817,10624.647769927979,16067.045719146729,13940002.857774802,2020431.8921747503,1250411.6148020187,67433.94288039925,97922.59254975598,0.5541478647384066,0.6727469077846371,0.38236549524758273,0.4968050527760506,0.6303425902136706,0.6507481827021667,0.40617778701577234,0.4370359946983756,0.5,,,Granos_panes_cereales,,
2018,JAM,3157964.7343235016,3116004.3986377716,3116004.3986377716,1172.7099990844727,73.92912292480469,353107.1140060425,97747.99367141724,1172.7099990844727,763.9966201782227,450815.96464157104,164221.29523849487,97708.85063552856,66473.30156707764,37009924.34515412,4183169.1656397474,1159106.4414207647,1158305.02034715,787264.711843002,0.00037635055958109306,0.00037635055958109306,2.3725615713868824e-05,0.0002451847052950953,0.11332047995837581,0.14467757646255408,0.03136965843634556,0.05270252356199746,0.5,,,Granos_panes_cereales,,
2020,MEX,126760856.0,126125207.0,126760856.0,43241342.0,19669824.0,66887453.0,18855506.0,63604756.0,34613748.0,69518458.0,21589656.0,2631005.0,2734150.0,698206440.1726832,371281253.0748202,114190064.54486458,15024078.926336385,16140057.829713438,0.342844567145091,0.5042985261463238,0.15595474106932486,0.2744395733677567,0.5276664666890543,0.5484221248868815,0.14874864839978677,0.17031800416368284,0.5,,,Granos_panes_cereales,,
2014,NIC,6240907.859611034,5936684.6322722435,5936684.6322722435,3282360.075024843,2065818.7646751404,2473974.7280521393,1399767.9736042023,4140496.0015568733,2803946.55690217,2681166.258012295,1595219.7248420715,207191.5299601555,195451.75123786926,24246820.71594732,9611746.085064398,5438299.020492255,804968.7631696188,759358.041728539,0.552894465234299,0.6974424713498911,0.3479751566126995,0.4723084904425806,0.41672665490826905,0.4516268631547788,0.23578277444534668,0.2687054852417699,0.5,,,Granos_panes_cereales,,
2019,PAN,4076474.0,4004511.0,4004511.0,723837.0,416977.0,873663.0,387056.0,1015834.0,584268.0,942330.0,437710.0,68667.0,50654.0,31257381.059400473,6400021.503500059,2749382.7721999874,521223.19629999984,366014.25819999987,0.18075540309416055,0.25367242092729925,0.10412682097764246,0.1459024585024239,0.21816970911055059,0.2353171211166607,0.09665499732676475,0.10930423215219037,0.5,,,Granos_panes_cereales,,
2020,PER,33221603.712699294,33020595.985301733,33221603.712699294,13223129.718726397,7101472.43868196,9984368.428366065,1703729.5014824867,17774081.090212822,10585263.659799576,11468458.940043807,2527119.9526821375,1484090.511677742,823390.4511996508,217874548.36438268,64343679.63051894,10391786.963944335,9609688.92331334,5078394.197374511,0.4004509708005371,0.5382725707956482,0.2150619099014142,0.3205654938666562,0.3005384241745512,0.3452108766097849,0.05128378257161676,0.07606857196108568,0.5,,,Granos_panes_cereales,,
2020,PRY,7221008.0,7122177.0,7221008.0,1745283.0,771990.0,1863389.0,269304.0,2847824.0,1378321.0,1984929.0,346389.0,121540.0,77085.0,23167602.650969278,5927712.178390187,838597.5320306843,389187.6198503168,239751.91786135995,0.24504909102932992,0.399853022467709,0.10839241990194852,0.1935252381399676,0.25805109203590415,0.2748825371748653,0.037294516222665865,0.04796961864603944,0.5,,,Granos_panes_cereales,,
2020,SLV,6321041.993896484,6027156.973890305,6321041.993896484,2147375.182247162,1121876.9939231873,1814047.6373729706,550173.576871872,3041432.1007938385,1695112.7356357574,1997174.6618232727,675176.3519058228,183127.02445030212,125002.7750339508,36035188.54585966,10189599.142995307,2956173.62259689,1037645.5033153001,687448.2283971935,0.3562832678076263,0.5046213519855793,0.1861370126550823,0.28124582501816364,0.2869855380053781,0.31595655649048343,0.08703843091109224,0.10681409054990684,0.5,,,Granos_panes_cereales,,
2017,SUR,494372.2035036087,442423.2075777054,494372.2035036087,285281.4509792328,185556.44716072083,129338.43584489822,8341.4700050354,311924.0365848541,224007.01928281784,158514.03516435623,15944.440059661865,29175.599319458008,7602.970054626465,4619498.719955739,1193559.8354122825,68971.73626862607,271950.3035084204,69692.75739057822,0.6448157467623964,0.7050354304256724,0.41940938897996316,0.5063184196626352,0.2616215776863638,0.32063703023950285,0.016872853987177115,0.03225189431497938,0.5,,,Granos_panes_cereales,,
2015,TTO,1370327.9436531067,895788.9854774475,895788.9854774475,114766.66270828247,39092.26589202881,101598.74156570435,35306.4885635376,214884.01314544678,90117.96031951904,110075.59080123901,39092.26589202881,8476.849235534668,3785.777328491211,8559967.436036779,634652.4008162757,220547.49287175332,52951.96215802028,23648.449119115918,0.12811796591483302,0.23988240158022878,0.04364003858698149,0.10060177316367311,0.11341816344342873,0.12288116128439525,0.039413845376452754,0.04364003858698149,0.5,,,Granos_panes_cereales,,
2020,URY,3530882.831489086,3493132.1490631104,3493132.1490631104,402787.8717517853,154396.06086301804,611005.5813837051,168771.57465457916,683457.7461340427,284049.54015898705,661787.6482615471,211428.12691879272,50782.06687784195,42656.55226421356,34435633.46374593,6089758.414295887,1639015.8015549397,497190.8579289332,411812.0690632401,0.11530851240764442,0.19565756947310234,0.04419989117916093,0.08131657436297442,0.17491625146434336,0.18945393990864173,0.04831525618057285,0.06052680456864469,0.5,,,Granos_panes_cereales,,
2021,VEN,28704946.98902893,27887530.764175415,27887530.764175415,25592961.742214203,23674544.208869934,25287458.12391281,23258676.789611816,26449415.622047424,25079132.627693176,25483215.012218475,23674544.208869934,195756.88830566406,415867.4192581177,0.0,0.0,0.0,0.0,0.0,0.917720609925464,0.9484316071476859,0.8489293802692089,0.8992955611512966,0.9067657634428258,0.913785276570791,0.8340170733039632,0.8489293802692089,0.5,,,Granos_panes_cereales,,
2020,ARG,28644818.0,25759747.0,20834543.0,3531019.0,1684254.0,9345989.0,2615991.0,5775220.0,2784483.0,9714382.0,2931896.0,368393.0,315905.0,178561986.86735895,58259695.176993415,16307192.127634471,2296435.8170481664,1969243.597963601,0.13707506521706134,0.2241955249017003,0.0653831732120661,0.10809434580238696,0.4485814255681058,0.46626326288990355,0.1255602774680491,0.14072283706918842,0.5,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2014,BHS,257918.38403320312,197818.13944244385,197818.13944244385,11799.723999023438,6236.448661804199,10644.299877166748,6016.8191566467285,20221.024353027344,9358.222019195557,11087.515975952148,6236.448661804199,443.2160987854004,219.6295051574707,2579321.6347713247,106448.68555254546,60171.406088091004,4432.397778705855,2196.4123899515403,0.059649352846413886,0.10222027368178109,0.03152617186362085,0.04730719865009334,0.05380851274391729,0.05604903578207051,0.030415912178758265,0.03152617186362085,0.5,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2007,BLZ,167470.74799919128,129237.06531143188,129237.06531143188,14673.933530807495,9012.166110992432,13453.925010681152,7306.466041564941,17822.00882911682,11559.119861602783,13829.83911895752,9012.166110992432,375.9141082763672,1705.7000694274902,1245164.595327041,100031.50575027971,54324.42943384758,2794.965354259449,12682.079479982873,0.11354276341269944,0.13790168312913823,0.06973360227017818,0.08944121281110753,0.10410268121038077,0.10701139866980698,0.056535375698589435,0.06973360227017818,0.5,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2007,BLZ,146452.94188690186,111217.50030326843,111217.50030326843,6468.20890045166,4683.9968910217285,5856.2419719696045,4255.96203994751,9065.095031738281,5347.966739654541,5856.2419719696045,4683.9968910217285,0.0,428.03485107421875,1088894.7490695154,43541.84388786374,31643.575457272887,0.0,3182.489171937407,0.05815819347507466,0.08150781133382368,0.04211564617303376,0.04808565850762406,0.05265575971408074,0.05265575971408074,0.038267017585742635,0.04211564617303376,0.5,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,BOL,8244986.011291504,8182785.391044617,8182785.391044617,1373430.7241096497,505225.80390548706,2540734.90328598,592048.6273078918,2505797.593055725,1010944.5639686584,2705731.6601104736,713419.4322128296,164996.7568244934,121370.80490493774,44075561.07806465,13897524.39596558,3243492.37094191,902812.4952591805,667430.5245756949,0.1678439135911784,0.30622794969034794,0.06174252161842287,0.12354528631229335,0.31049756065539796,0.3306614472709591,0.07235294572870507,0.0871854018062857,0.5,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,BOL,3504051.983803749,3487639.4717378616,3487639.4717378616,2020411.2032690048,1308783.301085472,1997765.230093956,1121998.9769887924,2521642.5400333405,1800083.4371213913,2056116.872534752,1189151.6627759933,58351.6424407959,67152.68578720093,14844807.530970184,8463470.42506433,4753313.860733502,247204.92308716895,284490.2702090144,0.5793062097276502,0.7230227093332061,0.3752633584093818,0.5161323157707081,0.5728130003926369,0.5895439850353013,0.3217072710872003,0.3409617514689524,0.5,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,BRA,29798660.657138824,29175561.970679283,29175561.970679283,12682667.743926048,7065471.694721222,12360530.89903164,3266887.079881668,16767283.844333649,10276682.672032356,12910598.920788765,3664710.9931430817,550068.0217571259,397823.9132614136,114233866.27787243,47384385.83162372,12523688.43425517,2108698.6950228186,1525067.3254254542,0.43470174650523663,0.5747030292401687,0.2421708860937056,0.35223598031668313,0.4236604220838545,0.44251414707156617,0.11197340716743721,0.12560892560787776,0.5,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,BRA,181297792.33852196,176870287.1356449,176870287.1356449,35291332.19827843,14894254.97246933,34137112.06642723,5407998.563610077,54958643.78148842,26094702.743242264,36495276.42741203,6377748.108127594,2358164.3609848022,969749.5445175171,695009349.7410362,130865421.76434024,20731689.650566492,9040078.52478575,3717557.680395329,0.1995322830635362,0.31072852694211817,0.08421004575543356,0.14753581941793187,0.1930064829953427,0.20633921626091536,0.03057607160134584,0.03605890062945614,0.5,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,CHL,17303587.0,16903223.0,17290642.0,2306213.0,1083138.0,1802393.0,703881.0,3718921.0,1632898.0,2227873.0,912288.0,425480.0,208407.0,342081603.1760863,35632235.50084495,13915307.902643997,8411486.041556725,4120082.192964907,0.13643628791976536,0.22001253843719626,0.0640787854481953,0.09660276031381708,0.1042409529964243,0.12884848347447134,0.04070878339855744,0.05276195065515786,0.5,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,CHL,2242212.0,2208204.0,2241838.0,448118.0,216790.0,309792.0,127351.0,718165.0,315615.0,378150.0,165773.0,68358.0,38422.0,44327195.02728959,6124403.224090233,2517653.377075976,1351396.923072136,759580.0429836721,0.20293324348656194,0.3252258396416273,0.09817480631318483,0.14292837074835477,0.1381866129488393,0.1686785575050472,0.056806513227093125,0.07394512895222581,0.5,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,COL,38525662.56885433,37467516.24324703,38525662.56885433,11657538.987734795,5532592.431587219,14336744.283247948,3505478.6149072647,16831695.076913834,9450747.289634705,14934362.585938454,4062477.5941820145,597618.302690506,556998.9792747498,131812255.12116095,48711101.025442146,11916631.234683733,2015060.0368853055,1854756.0917848363,0.3111372238301463,0.44923434389509337,0.1476637094294818,0.2522384251007848,0.3721349180594843,0.387647131551528,0.09099074178522323,0.10544861069998267,0.5,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,COL,11094577.08820343,10930253.566101074,11094577.08820343,6772145.330528259,4292769.443695068,4603238.537315369,1686402.6380310059,8351540.417686462,6034281.167510986,4825184.916183472,2060018.98387146,221946.37886810303,373616.3458404541,27873881.55727179,11565120.936914477,4236897.631756232,557615.4032236811,938669.1974848121,0.6195780628119452,0.7640756334864733,0.3927419814860105,0.5520714712626261,0.41490887851956704,0.43491382121396616,0.15200242646690093,0.18567800894923914,0.5,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2021,CRI,1420242.0,1405255.0,1419983.0,450653.0,216581.0,420838.0,142214.0,658172.0,342293.0,463774.0,176896.0,42936.0,34682.0,12260126.565875536,3632850.6999014975,1227651.090053159,370641.6189863342,299389.61779588315,0.320691262439913,0.46836481635005744,0.154122205578347,0.2435807024347894,0.2963683368040322,0.3266053185143766,0.10015190322701047,0.12457613929180843,0.5,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2021,CRI,3743171.0,3695155.0,3734720.0,616270.0,231270.0,930830.0,234562.0,1001959.0,430391.0,998002.0,287775.0,67172.0,53213.0,38670988.81546973,9616476.650172893,2423278.1453303783,693959.1220152071,549747.6144791786,0.1667778482905318,0.2711547959422541,0.06258736101733216,0.11647441041038874,0.24923689058349754,0.2672227101362351,0.06280577928198097,0.07705396923999658,0.5,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,DOM,8644310.983200073,8512201.47013855,8644310.983200073,2181789.0628356934,884258.7808074951,1863204.0774230957,250879.1880645752,3543876.102081299,1661132.6381988525,2025369.96585083,321974.8451538086,162165.88842773438,71095.6570892334,36146594.41126185,7791075.798049266,1049063.1670726654,678104.3171319667,297289.8460271866,0.25631313714666826,0.41632897371067706,0.10388132657686054,0.19514724175951806,0.21554107447593798,0.23430091418356747,0.029022462120133163,0.037247022438174175,0.5,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,DOM,1836653.0114440918,1791611.2179870605,1836653.0114440918,708645.4146118164,353094.8915710449,504093.6022949219,75038.86784362793,1013715.6675720215,565359.4544525146,556041.6850280762,106522.18661499023,51948.0827331543,31483.318771362305,7680051.262375575,2107891.1925865365,313778.56792696967,217223.36003960716,131648.98354080398,0.39553526317389603,0.5658123020188316,0.19708231787461103,0.3155592289088903,0.2744631670511197,0.3027472699325396,0.04085631165825256,0.05799799197303785,0.5,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,ECU,5631839.009780884,5556432.80493927,5556432.80493927,3365455.28931427,2097452.5414123535,2622083.864845276,1488066.0630950928,4149360.90826416,2832404.386238098,2750094.1574935913,1654675.4524765015,128010.29264831543,166609.3893814087,27344971.924065333,12731331.549466262,7225193.164403526,621544.3751819462,808959.3944372259,0.6056863112467809,0.7467670453200975,0.37748185122438066,0.5097522971429248,0.4719005802633718,0.49493879509331146,0.26780960291147743,0.29779455822908785,0.5,0.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
2020,ECU,12063705.98012352,11833883.153551102,11833883.153551102,4054162.075695038,1998096.0780906677,2911850.8982276917,1024455.2994174957,5896503.712686539,3288524.433198929,3121482.587003708,1249874.790933609,209631.68877601624,225419.49151611328,58574419.608541995,14138273.647527013,4974165.872174152,1017850.9424752872,1094507.4345946214,0.3425893278723534,0.4982729368015706,0.1688453445216823,0.27789056140985396,0.2460604740172634,0.2637750049160335,0.08656966492947651,0.10561831435343753,0.5,1.0,anio_c_pais_c_zona_c,Granos_panes_cereales,,
