anio_c,pais_c,population,poor_int_pop,poor_int_delta_pop,poor31_int_pop,poor31_int_delta_pop,poor_national_pop,poor_national_delta_pop,poor_e_national_pop,poor_e_national_delta_pop,poor_national_new_recovery,poor_e_national_new_recovery,poor_int,poor_int_delta,poor31_int,poor31_int_delta,poor_national,poor_national_delta,poor_e_national,poor_e_national_delta,shock_weight,shock_component
2020,ECU,17695544.989904404,6586100.245279312,6362223.443101883,3491176.0305366516,3323406.0274066925,5533934.7630729675,5263748.605995178,2512521.3625125885,2347527.639257431,0.0,0.0,0.3787222877951116,0.36584864002978,0.20075403108660456,0.1911067076262134,0.31821933404097624,0.3026827470276806,0.14447818938481766,0.13499051109024338,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,GTM,16002003.998764038,9157928.231903076,8812743.231903076,5970871.429046631,5610749.429046631,9486743.199783325,9084970.15901184,3737409.676925659,3384341.676925659,0.0,0.0,0.5747089919568676,0.5530467864486894,0.3747041266535849,0.3521045444816593,0.5928471959209648,0.5677395256065144,0.23355885157973522,0.21149486509233836,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,GUY,745059.1476888657,299922.63168144226,206605.1998310089,189381.52050876617,130152.1012096405,299922.63168144226,206605.1998310089,189381.52050876617,130152.1012096405,0.0,0.0,0.48676766835129825,0.3353155806455167,0.3073619374772231,0.211233925501591,0.48676766835129825,0.3353155806455167,0.3073619374772231,0.211233925501591,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,HND,2251019.1909561157,268601.8744163513,263394.08137893677,184826.1531906128,177366.54668426514,328202.57481765747,318736.6521644592,211485.94050598145,204827.87186431885,0.0,0.0,0.5163260271061143,0.5063152291738886,0.35528625252365614,0.340946855229551,0.6303425902136706,0.6121624336219854,0.40617778701577234,0.39339036682037104,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2018,JAM,3157964.7343235016,0.0,0.0,0.0,0.0,353107.1140060425,325914.7932777405,97747.99367141724,83809.54419326782,0.0,0.0,,,,,0.11332047995837581,0.10459381681881487,0.03136965843634556,0.026896478140373284,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,MEX,126760856.0,38534112.0,36385580.0,16988970.0,15867717.0,66887453.0,64250382.0,18855506.0,17538509.0,0.0,0.0,0.30552268588149867,0.2884877723134282,0.1346992437443532,0.1258092444597534,0.5276664666890543,0.5068629546016951,0.14874864839978677,0.13835902938364505,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,NIC,6240907.859611034,3012898.8379786015,2911970.6962502003,1784050.8496847153,1720512.927110672,2473974.7280521393,2376187.317369461,1399767.9736042023,1305866.942117691,0.0,0.0,0.507505286974529,0.4905045284737745,0.30051299002586174,0.28981039648928636,0.41672665490826905,0.4002549342864427,0.23578277444534668,0.21996569179688352,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,PAN,4076474.0,638719.0,595035.0,374547.0,340836.0,873663.0,821421.0,387056.0,357528.0,0.0,0.0,0.15949987401707724,0.14859117630092664,0.09353127011013329,0.08511301379868853,0.21816970911055059,0.20512392149753117,0.09665499732676475,0.08928131299926508,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,PER,33221603.712699294,11615062.224806905,11020979.872205973,6025398.099321961,5652844.662004113,9984368.428366065,9063369.961044312,1703729.5014824867,1480004.2740502357,0.0,0.0,0.3517520468127544,0.3337607800026286,0.18247393541909457,0.17119147893394568,0.3005384241745512,0.2728155461555803,0.05128378257161676,0.044549453026088835,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,PRY,7221008.0,1551825.0,1470075.0,604770.0,565896.0,1863389.0,1755545.0,269304.0,229340.0,0.0,0.0,0.21788632885703346,0.20640809685016254,0.08491364367945363,0.0794554810979845,0.25805109203590415,0.2431163350047528,0.037294516222665865,0.031760108837990485,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,SLV,6321041.993896484,1850907.7714862823,1762656.4167613983,978830.4975585938,916308.9993572235,1814047.6373729706,1695685.664741516,550173.576871872,504899.75363731384,0.0,0.0,0.3070946682663867,0.29245238250758043,0.16240335232662695,0.15203005385900548,0.2869855380053781,0.26826046502757744,0.08703843091109224,0.0798760321676139,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2017,SUR,494372.2035036087,237259.42736196518,234451.99771642685,146482.05988121033,142790.1365852356,129338.43584489822,127538.45404481888,8341.4700050354,8341.4700050354,0.0,0.0,0.5362725627820821,0.5299269877818258,0.3310903618352408,0.32274558418176225,0.2616215776863638,0.2579806330957843,0.016872853987177115,0.016872853987177115,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2015,TTO,1370327.9436531067,101598.74156570435,90817.5061302185,35306.4885635376,33907.39694213867,101598.74156570435,90817.5061302185,35306.4885635376,33907.39694213867,0.0,0.0,0.11341816344342873,0.10138270016996646,0.039413845376452754,0.03785199136386605,0.11341816344342873,0.10138270016996646,0.039413845376452754,0.03785199136386605,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,URY,3530882.831489086,333549.2358431816,318648.72210264206,123476.6556968689,116813.19368839264,611005.5813837051,581804.0274906158,168771.57465457916,159954.37864398956,0.0,0.0,0.09548715067440049,0.09122149077243084,0.03534840665274758,0.03344081721034316,0.17491625146434336,0.1665565465785945,0.04831525618057285,0.045791104320771485,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2021,VEN,28704946.98902893,25287458.12391281,25388296.525550842,23255209.237609863,23424495.186927795,25287458.12391281,25388988.847373962,23258676.789611816,23424868.131462097,0.0,0.0,0.9067657634428258,0.9103816591092707,0.833892732714928,0.8399630424440131,0.9067657634428258,0.9104064846066937,0.8340170733039632,0.8399764156084376,0.0,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,ARG,28644818.0,3621224.0,3457613.0,1726312.0,1674208.0,9345989.0,9556032.0,2615991.0,2886468.0,1540395.4578566237,1983601.178114416,0.14057684650396604,0.13422542542828544,0.06701587558293953,0.06499318490977415,0.4485814255681058,0.4586629041971307,0.1255602774680491,0.13854241967294412,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,BHS,257918.38403320312,12285.673225402832,10644.299877166748,6236.448661804199,6016.8191566467285,10644.299877166748,10330.192276000977,6016.8191566467285,6016.8191566467285,0.0,0.0,0.062105898175113555,0.05380851274391729,0.03152617186362085,0.030415912178758265,0.05380851274391729,0.05222065228758557,0.030415912178758265,0.030415912178758265,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2007,BLZ,313923.68988609314,19686.081090927124,19498.12403678894,13414.227420806885,12319.654644012451,19310.166982650757,19238.880395889282,11562.428081512451,12282.869228363037,0.0,3890.571157241919,0.08187027366522004,0.08108859978160013,0.05578695246028965,0.051234854337318864,0.0803069258979802,0.08001045996655055,0.04808570821666102,0.05108187152513821,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,BOL,11749037.995095253,3465455.1675367355,3314810.6191892624,1845310.5794324875,1728158.25178051,4538500.133379936,4549104.499041557,1714047.6042966843,1796329.52987957,166796.3967487965,653876.6475118933,0.2969433596704976,0.2840351279549681,0.1581185433374639,0.148080148931997,0.3888890238995002,0.38979767682227756,0.14687105434891756,0.15392151965333734,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,BRA,211096452.99566078,45887020.076355934,45564283.411810875,21258198.61529541,20521028.241859436,46497642.96545887,47931787.50307369,8674885.643491745,9467411.44426918,4297105.3896893,2368635.1958530475,0.22270295798425535,0.22113662376328047,0.10317217603508097,0.0995944753600454,0.22566648717812832,0.23262680471830244,0.04210172483996663,0.045948081387379894,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2016,BRB,278999.9999694824,12051.320274353027,10226.09602355957,4412.18737411499,3090.0795555114746,10226.09602355957,10226.09602355957,3090.0795555114746,3090.0795555114746,0.0,0.0,0.051367526835125236,0.04358769412399205,0.018806499883982197,0.013171149789140335,0.04358769412399205,0.04358769412399205,0.013171149789140335,0.013171149789140335,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,CHL,19545799.0,2617747.0,2508741.0,1248866.0,1187372.0,2112185.0,2306314.0,831232.0,954372.0,2856722.8193949168,1811346.0204461624,0.13697286968681094,0.1312691616382178,0.06534655941704405,0.06212890329958093,0.10813706196038599,0.11807584085584626,0.04255639836825636,0.04886076934418978,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,COL,49620239.65705776,18789520.89087677,17984360.84924507,10139082.629338264,9600252.524580956,18939982.820563316,19000352.91110897,5191881.252938271,5798312.900874138,406853.57854167244,2348293.3006492327,0.3882311305850201,0.3715948259618228,0.20949483146183906,0.1983614650509506,0.38169873727865755,0.38291537974074347,0.10463232924349249,0.11685378669970635,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2021,CRI,5163413.0,1032028.0,975501.0,435213.0,405313.0,1351668.0,1380041.0,376776.0,427153.0,0.0,0.0,0.20234216464950858,0.1912593301322835,0.08532902256877388,0.07946674875157095,0.2622203451876859,0.2677246390335195,0.07309363895456246,0.08286665594506609,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,DOM,10480963.994644165,2943030.4022369385,2651210.4314575195,1241500.7350616455,1094021.1432037354,2367297.6797180176,2310881.718170166,325918.0559082031,371059.94818115234,0.0,205506.4618026968,0.28562537881036654,0.25730382642852634,0.12048945110312265,0.10617634232273211,0.22586640703352484,0.22048369971989604,0.03109619077737021,0.03540322706678185,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,ECU,17695544.989904404,7394341.074695587,7161441.541732788,4095548.6195030212,3913259.2887802124,5533934.7630729675,5599962.5233078,2512521.3625125885,2742720.7146930695,393169.8208494168,1113682.7430571746,0.425198776856351,0.41180629258414364,0.23550743007078465,0.2250251978239455,0.31821933404097624,0.3220161460363671,0.14447818938481766,0.1577154044377214,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,GTM,16002003.998764038,9766072.231903076,9479572.231903076,6577527.963256836,6266586.963256836,9486743.199783325,9558932.24055481,3737409.676925659,4113256.676925659,6331663.894059003,28962102.466327336,0.6128732815597343,0.594893873769439,0.4127750698201205,0.3932618585191705,0.5928471959209648,0.5973584459354667,0.23355885157973522,0.257046347272714,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,GUY,745059.1476888657,327238.87152957916,222542.02658462524,207622.56728744507,139116.53418922424,299922.63168144226,213889.80506324768,189381.52050876617,138775.88682556152,0.0,0.0,0.5311013096789232,0.3611806911117917,0.3369667450869914,0.2257829980910786,0.48676766835129825,0.34713833067900784,0.3073619374772231,0.22523013510101175,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,HND,2251019.1909561157,288853.9435119629,278970.09575271606,204977.69638442993,193254.49996948242,328202.57481765747,330166.6725921631,211485.94050598145,219176.90785598755,17723.940539009167,61049.79327836804,0.5552560248938702,0.5362565750309732,0.39402301212345237,0.37148783271315555,0.6303425902136706,0.6341148168005661,0.40617778701577234,0.4209489821636015,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2018,JAM,3157964.7343235016,0.0,0.0,0.0,0.0,353107.1140060425,387770.2777786255,97747.99367141724,132561.3875465393,0.0,0.0,,,,,0.11332047995837581,0.1244447145030179,0.03136965843634556,0.04254210539769821,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,MEX,126760856.0,43901728.0,41810901.0,20124498.0,18790957.0,66887453.0,66992828.0,18855506.0,20516791.0,3094128.3415865744,11915606.544285538,0.34808052287279895,0.3315031308531371,0.15955968262553574,0.14898653050377153,0.5276664666890543,0.5284977564367347,0.14874864839978677,0.1618543109238707,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,NIC,6240907.859611034,3241423.994279146,3149830.104151964,2039799.1172447205,1927373.993232727,2473974.7280521393,2528104.806121826,1399767.9736042023,1468541.89169693,201955.5554742024,258346.5851465812,0.5459990205069228,0.5305705624026686,0.34359229832695276,0.32465494002416495,0.41672665490826905,0.4258445517518089,0.23578277444534668,0.24736734097577473,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2019,PAN,4076474.0,713758.0,679646.0,409492.0,386676.0,873663.0,870353.0,387056.0,405246.0,1997.857620000003,128556.35892000003,0.17823849154116445,0.16972009815930084,0.10225767890261757,0.09656010434232794,0.21816970911055059,0.21734314127243,0.09665499732676475,0.10119737466072637,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,PER,33221603.712699294,12951750.326468706,12302708.850986362,6914904.156309485,6479027.649281859,9984368.428366065,10029370.397246718,1703729.5014824867,1991889.3493585587,0.0,0.0,0.39223248218275175,0.3725768261863776,0.2094118519056251,0.19621171138660948,0.3005384241745512,0.30189302370772936,0.05128378257161676,0.05995765185162144,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,PRY,7221008.0,1830172.0,1687839.0,802669.0,759164.0,1863389.0,1862255.0,269304.0,309229.0,29078.159256905976,165417.4949297391,0.2569680590639632,0.23698357959932756,0.11269995115257596,0.10659156603381241,0.25805109203590415,0.2578940502489403,0.037294516222665865,0.04282352269932397,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,SLV,6321041.993896484,2094436.722229004,2021667.594675064,1107937.4691238403,1061921.410873413,1814047.6373729706,1862535.3930339813,550173.576871872,612332.8039245605,244145.23610492132,295184.87641657016,0.3474999458786492,0.33542640475981383,0.18382422656709207,0.17618943980946003,0.2869855380053781,0.29465638653127463,0.08703843091109224,0.09687213034114013,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2017,SUR,494372.2035036087,258016.19500494003,256449.51777410507,157083.54378318787,154643.74021339417,129338.43584489822,134692.64064836502,8341.4700050354,10068.322132110596,18146.49043025042,5911.943826146288,0.5831886541793202,0.5796475261281662,0.3550526760185797,0.3495380386125725,0.2616215776863638,0.2724518888679424,0.016872853987177115,0.020365874255786513,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2015,TTO,1370327.9436531067,117770.5947189331,110075.59080123901,42013.89839553833,36047.18412780762,101598.74156570435,104931.87160491943,35306.4885635376,36047.18412780762,29056.25699738996,6301.356939193017,0.13147135835362211,0.12288116128439525,0.046901557260324314,0.04024070926546924,0.11341816344342873,0.11713905094400294,0.039413845376452754,0.04024070926546924,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,URY,3530882.831489086,395278.77910614014,375053.55616283417,153294.7837615013,142712.9963107109,611005.5813837051,629968.2034873962,168771.57465457916,194197.52462005615,173444.81995012198,232019.92265674373,0.11315883918452885,0.1073688426770304,0.0438846219438381,0.04085530985393376,0.17491625146434336,0.18034479561741157,0.04831525618057285,0.05559409616728691,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2021,VEN,28704946.98902893,25632846.866596222,25745840.176437378,23732468.352165222,23883286.643188477,25287458.12391281,25600035.702892303,23258676.789611816,23868200.923324585,0.0,0.0,0.919150823475717,0.9232025737291423,0.8510064427307481,0.8564145332604768,0.9067657634428258,0.917974270270581,0.8340170733039632,0.855873584691331,0.1,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2020,ARG,28644818.0,4354343.0,3895351.0,1968245.0,1940496.0,9345989.0,9899814.0,2615991.0,3300402.0,8123189.198853983,10038550.160749031,0.16903671452984378,0.1512185271074285,0.07640777683103797,0.0753305535182469,0.4485814255681058,0.4751634821075749,0.1255602774680491,0.15841009807606532,0.2,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
2014,BHS,257918.38403320312,14880.185081481934,12646.846118927002,6831.749572753906,6236.448661804199,10644.299877166748,11040.177742004395,6016.8191566467285,6236.448661804199,9761.016646732449,4836.934537871302,0.07522153996302951,0.06393168065665011,0.03453550615736954,0.03152617186362085,0.05380851274391729,0.05580973399669745,0.030415912178758265,0.03152617186362085,0.2,"Alimentos fuera del hogarAzúcaresBebidas no alcohólicasCarnes, aves y huevosFrutasGranosPanes y
cerealesGrasasLeguminosasLácteosProductos no especificados previamenteRaíces y
tubérculosVegetales"
