,constant,population,poor_int_pop,poor_int_delta_pop,poor31_int_pop,poor31_int_delta_pop,poor_national_pop,poor_national_delta_pop,poor_e_national_pop,poor_e_national_delta_pop,poor_national_new_recovery,poor_e_national_new_recovery,poor_int,poor_int_delta,poor31_int,poor31_int_delta,poor_national,poor_national_delta,poor_e_national,poor_e_national_delta
0,a,594945580.3118652,205626280.66310728,198975501.6353519,117770812.5902462,111155281.74310291,211221653.12186325,223382475.4682666,73136580.75234652,87230344.37356842,198302474.63264966,297735368.4515442,0.3566933760255951,0.34515648095089896,0.20429328685333514,0.19281753567766172,0.3655025647241707,0.386545917482143,0.1265571377036634,0.15094529428721593
